,name,variety,description
236,Raumland 2011 Prestige Brut Chardonnay (Germany),Chardonnay,"Flinty and light-footed, this méthode Champenoise Chardonnay sparkling wine offers crisp apple and lemon flavors accented by hints of burnt sugar and brioche. It's a piercing, persistent wine juxtaposing rich, mouthfilling pétillance against a bristling acidic backbone. Anna Lee C. Iijima"
237,Eden Rift 2017 Terraces Chardonnay (Cienega Valley),Chardonnay,"Crushed white rocks, Asian pear, a touch of butter and a hint of pineapple converge on the nose of this deliciously complex bottling. There is extreme tension on the palate, where lively lemongrass and taut white-fleshed fruit flavors are expertly subtle and will only improve for decades. Drink now through 2037. Matt Kettmann"
238,Olivier Leflaive 2017 Abbaye de Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,"The largest of the premier crus in Chassagne-Montrachet takes its name from the ancient abbey on the site. Rich, structured and blending ripe yellow fruits with intense acidity, the wine is concentrated and ageworthy. Drink from 2022. Roger Voss"
239,Xavier Monnot 2017 Les Charmes Premier Cru  (Meursault),Chardonnay,"This wine has great potential. Rich white fruits and generous wood aging form elements of a wine that will take time to mature. To contrast, a strong streak of textured minerality highlights the wine's promise. Drink from 2023. Roger Voss"
240,Domaine du Penlois 2017 Chêne du Chatelard  (Beaujolais Blanc),Chardonnay,"Aged for 15 months in wood and bottled in 2019, this offers a good balance between toast and freshness. Wood flavors fully integrate with citrus flavors to produce a balanced wine that is ready to drink. Roger Voss"
241,Robert Perroud 2018 Terres Blanches  (Beaujolais-Villages Blanc),Chardonnay,"Top grower Perroud, based in the Côte de Brouilly, has produced a perfumed Chardonnay. Its acidity and tangy texture are enhanced by the minerality of the chalky soil. Drink the wine now. Roger Voss"
242,Domaine du Granit 2018 Chardonnay  (Beaujolais-Villages Blanc),Chardonnay,"Lightly wood aged, this ripe, spicy wine has touches of toast overlying yellow-fruit flavors. It is rich and smoothly textured, with a good shot of acidity. Drink from 2020. Roger Voss"
243,Domaine Dubost 2017 Lantignié  (Beaujolais-Villages Blanc),Chardonnay,"In this perfumed wine, spice and a touch of wood aging add richness. Balancing white fruits against acidity, this rounded wine from Lantignié near Morgon is lightly structured and ready to drink. Roger Voss"
244,Château Grand' Grange 2017 La Grange Masson  (Beaujolais-Villages Blanc),Chardonnay,"Perfumed with floral touches and hints of honey, this wine is lightly structured. The year in wood has added spice to the fruitiness to produced a sophisticated, ripe wine. Drink from 2020. Roger Voss"
245,Oro Rosso NV Dosaggio Zero Chardonnay (Trento),Chardonnay,"Delicate scents of dried chamomile, brioche and orchard waft out of the glass. Vibrant and linear, the dry palate offers white-peach, dried pineapple and citrus-zest notes alongside bright acidity. Kerin O’Keefe"
246,Richard Jambon 2016 Cuvée 12M  (Beaujolais-Villages Blanc),Chardonnay,"Aged in wood for 12 months (hence the name of the wine), this is richly textured. Its toastiness is unlikely to disappear, although the fruit is now morphing into nutty flavors and acidity. It is a wine for food rather than an aperitif. Roger Voss"
247,Château du Châtelard 2018 Secret de Chardonnay  (Beaujolais Blanc),Chardonnay,"Bright acidity and touches of spice from wood aging give this wine both ripeness and complexity. With good acidity to guarantee freshness, the wine is balanced and succulently ready to drink. Roger Voss"
248,Olivier Leflaive 2017  Bâtard-Montrachet,Bâtard-Montrachet,"A blend from four parcels in this famed grand cru, this wine offers a panoply of ripe fruit as well as a dense structure. Acidity comes from the wood aging as well as the fruit to balance this intense wine. It will certainly age, so drink from 2023. Roger Voss"
249,Chanin 2017 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,"Extremely delicate and pure aromas of lemon, nectarine, gardenia and lily are soft and inviting on the nose of this bottling. The palate sizzles with acidity, offering focused but austere flavors of lemon zest and crushed gravel that surround an immensely chalky core. It will mature well through 2042. Matt Kettmann"
250,Chanin 2017 Sanford & Benedict Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,"Very delicate on the nose, this bottling offers aromas of nectarine, white-melon flesh, a hint of melon rind and light lemon spray. The palate is extremely textural, offering subtle flavors of lemon cream, chalk, lemongrass, ash and Brie rind that will live forever. Drink now through 2042. Matt Kettmann"
251,Gruber Röschitz 2017 Eiswein Chardonnay (Niederösterreich),Chardonnay,"A gorgeous nose reveals subtle notions of candied lemon, musk, fresh and rich yellow apple and an edge of hayflower. The palate is intensely sweet and concentrated but shines with the vivid purity expected of Eiswein. This is a little gem, displaying alluring edges of zesty spice. It is lovely now but certain to last. Drink until 2045. Anne Krebiehl MW"
252,Rusack 2017 Santa Catalina Island Vineyard Chardonnay (California),Chardonnay,"Despite the struggles of growing grapes on mountaintops in the middle of an island, this Chardonnay impresses with aromas of tight lemon peel, nectarine, pineapple and lime leaf. There is a blast of acid on the sip, where seared white-peach and lemon flavors prove fresh and lovely. Matt Kettmann"
253,Sanguis 2015 Loner Le Dauphine Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,"Clean lines of wet cement, chalk, lime blossom, citrus peel and sandalwood veer into exotic aromatic combinations on the nose of this bottling. There is tremendous tension on the palate, where fine-grained oak tannins uphold the Asian pear, lemon spray and white-rock flavors. Matt Kettmann"
254,Vincent Girardin 2016  Corton-Charlemagne,Corton-Charlemagne,"This wine has both power and wonderful fruit. The tension between the two will result in a magnificent wine in the future. The wine's acidity and apple and citrus flavors are essential elements in the wine's development. It has a way to go, so drink from 2023. Roger Voss"
255,LaRue 2017 Charles Heintz Vineyard Chardonnay (Sonoma Coast),Chardonnay,"Owner and winemaker Katy Wilson makes very little of this wine sadly, so stock up if you can. Stony mineral and brine figure prominently on entry as a buildup of Meyer lemon, fig and quince define the juicy midpalate of restrained oak and ripeness. Lingering acidity keeps it fresh through a long, spicy finish. Virginie Boone"
256,Raumland 2011 Prestige Brut Chardonnay (Germany),Chardonnay,"Flinty and light-footed, this méthode Champenoise Chardonnay sparkling wine offers crisp apple and lemon flavors accented by hints of burnt sugar and brioche. It's a piercing, persistent wine juxtaposing rich, mouthfilling pétillance against a bristling acidic backbone. Anna Lee C. Iijima"
257,Eden Rift 2017 Terraces Chardonnay (Cienega Valley),Chardonnay,"Crushed white rocks, Asian pear, a touch of butter and a hint of pineapple converge on the nose of this deliciously complex bottling. There is extreme tension on the palate, where lively lemongrass and taut white-fleshed fruit flavors are expertly subtle and will only improve for decades. Drink now through 2037. Matt Kettmann"
258,Olivier Leflaive 2017 Abbaye de Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,"The largest of the premier crus in Chassagne-Montrachet takes its name from the ancient abbey on the site. Rich, structured and blending ripe yellow fruits with intense acidity, the wine is concentrated and ageworthy. Drink from 2022. Roger Voss"
259,Xavier Monnot 2017 Les Charmes Premier Cru  (Meursault),Chardonnay,"This wine has great potential. Rich white fruits and generous wood aging form elements of a wine that will take time to mature. To contrast, a strong streak of textured minerality highlights the wine's promise. Drink from 2023. Roger Voss"
260,Domaine du Penlois 2017 Chêne du Chatelard  (Beaujolais Blanc),Chardonnay,"Aged for 15 months in wood and bottled in 2019, this offers a good balance between toast and freshness. Wood flavors fully integrate with citrus flavors to produce a balanced wine that is ready to drink. Roger Voss"
261,Robert Perroud 2018 Terres Blanches  (Beaujolais-Villages Blanc),Chardonnay,"Top grower Perroud, based in the Côte de Brouilly, has produced a perfumed Chardonnay. Its acidity and tangy texture are enhanced by the minerality of the chalky soil. Drink the wine now. Roger Voss"
262,Domaine du Granit 2018 Chardonnay  (Beaujolais-Villages Blanc),Chardonnay,"Lightly wood aged, this ripe, spicy wine has touches of toast overlying yellow-fruit flavors. It is rich and smoothly textured, with a good shot of acidity. Drink from 2020. Roger Voss"
263,Domaine Dubost 2017 Lantignié  (Beaujolais-Villages Blanc),Chardonnay,"In this perfumed wine, spice and a touch of wood aging add richness. Balancing white fruits against acidity, this rounded wine from Lantignié near Morgon is lightly structured and ready to drink. Roger Voss"
264,Château Grand' Grange 2017 La Grange Masson  (Beaujolais-Villages Blanc),Chardonnay,"Perfumed with floral touches and hints of honey, this wine is lightly structured. The year in wood has added spice to the fruitiness to produced a sophisticated, ripe wine. Drink from 2020. Roger Voss"
265,Oro Rosso NV Dosaggio Zero Chardonnay (Trento),Chardonnay,"Delicate scents of dried chamomile, brioche and orchard waft out of the glass. Vibrant and linear, the dry palate offers white-peach, dried pineapple and citrus-zest notes alongside bright acidity. Kerin O’Keefe"
266,Richard Jambon 2016 Cuvée 12M  (Beaujolais-Villages Blanc),Chardonnay,"Aged in wood for 12 months (hence the name of the wine), this is richly textured. Its toastiness is unlikely to disappear, although the fruit is now morphing into nutty flavors and acidity. It is a wine for food rather than an aperitif. Roger Voss"
267,Château du Châtelard 2018 Secret de Chardonnay  (Beaujolais Blanc),Chardonnay,"Bright acidity and touches of spice from wood aging give this wine both ripeness and complexity. With good acidity to guarantee freshness, the wine is balanced and succulently ready to drink. Roger Voss"
268,Olivier Leflaive 2017  Bâtard-Montrachet,Bâtard-Montrachet,"A blend from four parcels in this famed grand cru, this wine offers a panoply of ripe fruit as well as a dense structure. Acidity comes from the wood aging as well as the fruit to balance this intense wine. It will certainly age, so drink from 2023. Roger Voss"
269,Chanin 2017 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,"Extremely delicate and pure aromas of lemon, nectarine, gardenia and lily are soft and inviting on the nose of this bottling. The palate sizzles with acidity, offering focused but austere flavors of lemon zest and crushed gravel that surround an immensely chalky core. It will mature well through 2042. Matt Kettmann"
270,Chanin 2017 Sanford & Benedict Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,"Very delicate on the nose, this bottling offers aromas of nectarine, white-melon flesh, a hint of melon rind and light lemon spray. The palate is extremely textural, offering subtle flavors of lemon cream, chalk, lemongrass, ash and Brie rind that will live forever. Drink now through 2042. Matt Kettmann"
